Epoch: 1, Loss: 0.062516, Learning Rate: [0.001]
Epoch: 2, Loss: 0.053686, Learning Rate: [0.001]
Epoch: 3, Loss: 0.051491, Learning Rate: [0.001]
Epoch: 4, Loss: 0.046512, Learning Rate: [0.001]
Epoch: 5, Loss: 0.044643, Learning Rate: [0.001]
Epoch: 6, Loss: 0.046777, Learning Rate: [0.001]
Epoch: 7, Loss: 0.043810, Learning Rate: [0.001]
Epoch: 8, Loss: 0.042608, Learning Rate: [0.001]
Epoch: 9, Loss: 0.042241, Learning Rate: [0.001]
Epoch: 10, Loss: 0.042756, Learning Rate: [0.001]
